glacier_name, lat, lon, total_area 
,36.464,74.22,0.551
,30.806,79.935,0.27
,36.402,78.482,1.39
,29.667,95.7,2.95
,33.337,91.32,0.39
,31.112,79.755,0.15
223,45.12,80.63,0.9
,29.497,95.927,0.5
,-34.783,-70.391,0.02
11,43.23,85.08,0.32
,30.235,86.256,0.07
,29.855,85.484,0.32
,27.839,87.667,0.54
279,39.28,72.87,0.2
,33.627,95,4.43
,31.072,93.906,0.06
,28.249,98.716,0.04
627,38.47,73.7,0.2
,36.093,78.798,0.04
48,41,77.55,7.11
,27.858,92.645,1.7
,59.946,-138.15,0.34
74,42.05,71.89,0.5
BANS,44.837,6.34,0.17
KUNA,37.815,-119.205,0.29
,30.109,81.786,3.26
,35.254,81.831,2.26
,36.875,75.301,0.47
2,41.34,76.25,0.1
390,39.3,69.6,0.3
,27.968,90.139,0.571
,30.762,83.3,0.1
5,43.85,85.13,0.1
,28.042,92.572,0.28
12,42.37,84.27,0.51
,69.65,-52.45,34.38
,30.636,83.369,0.38
COPAHUE E,-37.901,-71.174,0.2
CHANAPE 3,-11.892,-76.243,0.27
107,41.44,77.23,0.2
,34.845,73.358,0.083
,66.124,-63.753,263.022
,-15,-69.05,4.92
8,43.22,85.38,0.5
,56.646,-130.654,0.03
,29.639,97.225,0.28
,61.7,-48.4,0.06
/  SJOA,61.458,8.311,0.35
,-43.769,169.793,0.044
,36.639,91.127,1.53
,57.266,-129.076,0.02
215,43.18,77.5,0.7
JAMANDJILGA,38.77,72.62,4.4
,68,-66.602,0.371
,-44.071,169.558,0.124
,29.231,96.463,0.65
,36.007,90.807,1.8
,30.469,94.264,1.5
,-33.535,-69.9,0.04
16,42.79,76.72,0.3
58,43,77.32,4.8
21,38.67,99.92,0.09
57,65.18,145.88,0.3
,29.036,97.571,0.7
48,40.93,77.52,1.31
417,37.62,72.63,0.2
,33.129,79.583,0.15
,28.115,90.905,0.05
,28.246,91.872,0.05
,-43.958,169.689,0.179
18,38.03,71.47,0.2
,56.461,-131.149,0.1
58,39.53,73.6,0.9
,35.774,70.008,0.5
,35.681,85.586,20.69
,35.392,75.304,0.243
,34.806,73.867,0.26
,31.699,80.713,0.2
,36.722,74.523,3.139
,59.769,-136.391, 
,57.479,-131.849,0.23
,61.449,-138.106, 
,30.695,94.485,0.2
3,42.63,81.33,2.84
38,42.58,81.83,0.1
,35.047,74.141,0.045
,30.24,93.667,4.6
,59.718,-136.76, 
No 39,44.771,80.029,0.8
,61.352,-140.899,39.21
,29.239,98.367,0.27
,38.209,89.01,0.66
2,39.28,93.77,0.13
,78.105,-75.963,0.23
,36.245,82.109,0.43
,70.5,-53.18,0.09
241,42.15,79.57,0.3
23,44.72,80.5,0.03
,30.033,87.889,0.12
,-11.541,-76.25,0.28
,35.806,80.307,0.12
,-44.813,168.058,0.06
125,56.62,159.68,2
,37.657,-119.165,0.04
,29.821,92.992,0.3
,35.684,94.138,0.74
,28.605,96.798,0.65
165,38.37,71.92,0.3
,56.745,-130.422,0.07
,37.948,75.506,0.55
55,42.55,83.27,3.33
7,45.28,81.58,0.15
,31.549,94.922,0.5
,31.16,81.319,0.12
16,38.18,96.1,0.52
,60.33,-44.4,0.17
,32.534,78.166,0.55
No 251,49.198,87.946,0.1
245,43.12,77.72,0.5
41,39.53,96.35,1.14
173,39.85,72.27,1.2
,32.552,77.902,0.19
,32.254,79.031,0.04
/SITASJ,68.075,16.895,0.31
,-42.919,171.369,0.155
16,76.68,66.43,65.9
,29.215,83.517,0.09
,-43.022,171.237,0.094
160,37.92,73.05,4.1
,78.747,-88.45,3.37
,36.773,76.232,3.34
SUP DU RATEAU,44.992,6.286,0.04
PARUS,68.05,65.65,0.09
,60.189,-137.045, 
,57.306,-129.933,0.05
,56.974,-130.031,0.22
,35.067,73.588,0.194
,59.757,-135.965, 
,-34.463,-70.354,0.07
,-33.109,-70.326,0.05
,31.289,80.994,0.18
,29.98,90.173,2.1
,76.682,-78.238,0.07
,66.664,-63.703,1.063
485,42.9,77.78,0.7
,27.723,86.559,0.61
333,73.5,56.2,5.2
4,44.53,80.58,0.17
,66.01,-52.16,0.29
,36.385,76.516,3.08
,29.192,82.192,0.25
,34.906,75.078,0.149
,29.577,92.974,0.05
,28.546,83.994,0.26
,57.778,-129.288,0.03
N93,62.659,176.223,0.46
,68.35,-147.9,0.96
65,41.03,77.47,23.7
20,39.23,98.22,0.12
104,39.52,69.98,0.1
DONISER-TSETE,42.82,43.88,0.5
5,81.35,57.18,4
Medea Dome,-66.1682,-62.0724, 
,66.2,-53.13,0.3
,35.443,80.341,0.08
,28.266,85.738,4.39
No 20,75.893,107.728,0.1
,28.413,85.108,0.14
,36.342,78.461,1.06
,70.31,-50.86,0.08
,36.087,74.522,1.637
87,41.27,77.22,0.1
/KITDAL,69.267,20.117,0.54
,-16.433,-67.867,0.31
,56.538,-131.128,0.08
,31.327,78.6,0.28
265,41.85,77.54,0.8
,28.392,90.074,0.48
,48.817,-121.767,0.08
,64.01,-50.75,0.31
,27.97,86.772,0.19
,35.937,76.908,0.16
,30.624,99.49,0.38
,35.675,75.191,2.48
,35.534,77.48,0.19
31,42.45,79.92,0.3
,27.98,88.62,0.8
Nikora Gl,32.404,76.745,2.052
,57.07,-131.428,9.58
,56.589,-131.827,0.13
,32.422,79.132,0.06
,35.969,80.652,0.75
,33.32,79.291,0.36
,28.039,86.896,0.33
,30.237,95.618,0.5
,36.618,73.959,2.136
,66.723,-63.173,0.952
,36.62,76.821,0.15
,64.46,-50.55,0.12
,36.901,75.705,1.34
,63.43,-50.11,2.94
,33.483,86.807,1.34
,30.293,80.897,3.21
11,38.2,96.08,0.71
,45.467,7.007,0.08
,68.283,-149.017,0.08
Sierra Nevada 05,-26.5,-68.583,0.83
,28.009,88.302,0.51
,48.2,-121.417,0.13
7,38.58,99.05,0.2
,66.555,-61.976,0.769
31,43.12,86.72,0.07
,60.953,-138.958,8.4
,-43.693,169.904,0.039
,45.858,7.476,0.09
,36.085,76.368,0.48
,56.541,-130.761,0.08
,-13.788,-70.619,0.91
,28.646,83.718,0.37
206,41.13,77.7,2
384,42.26,78.75,0.4
,34.974,74.565,0.104
,28.998,83.618,0.08
,57.544,-128.141,0.06
,29.113,97.572,2.77
14,42.42,80.98,8.97
,30.879,94.294,0.29
,35.423,72.733,0.706
,34.994,74.73,0.238
,71.589,-78.16,9.228
,30.072,90.166,0.18
,57.148,-130.978,8.82
,60.15,-44.63,0.02
,30.201,80.159,1.31
24,38.72,97.62,0.43
,36.407,76.164,0.26
567,61.7,171.43,0.2
,31.153,78.505,0.09
/VALLDL,62.289,7.55,0.25
645,60.5,167.23,0.1
Changa Bank,30.475,79.94,12.07
122,39.58,70.1,0.7
,30.367,87.657,0.4
,-9.513,-77.327,9.5
448,37.62,72.78,0.3
6,38.33,100.3,0.3
,32.742,76.887,0.052
88,45.05,79.92,0.4
,35.57,81.904,0.19
3,43.4,89.73,0.72
,57.463,-131.621,0.16
,30.593,84.172,0.65
75,39.52,69.85,0.2
SCERSCEN INF,46.35,9.833,6.16
,79.255,-88.933,7.17
16,43.75,88.22,0.21
,48.3,-121.017,0.18
,60.31,-135.986, 
2,42.75,81.75,0.12
,31.129,79.376,3.75
,-8.898,-77.737,0.09
20,42.77,86.92,0.08
803,39.08,71.65,0.6
,-44.143,169.057,0.329
SIMONS O,10.833,-73.733,0.66
,35.611,77.817,0.89
,69.7,-54.16,0.96
,34.421,74.909,0.2
83,38.21,72.13,0.1
6,43.1,77.6,1.7
,68.217,-152.833,0.21
631,62.07,170.98,1.7
166,39.27,72.08,1.4
60,61.95,171.23,0.8
,34.923,73.953,0.15
9,37.95,97.65,1.02
,59.138,-137.052, 
,30.723,92.072,0.5
,36.074,76.592,0.42
,37.441,87.139,0.12
,28.076,86.603,0.08
,39.122,73.88,0.94
,57.451,-129.18,0.1
,36.667,91.018,1.25
,32.924,79.711,0.06
,57.168,-129.714,0.02
,32.651,77.942,0.039
31,62.1,171.48,0.2
,30.122,81.788,0.08
,35.175,78.344,1.74
,57.774,-131.147,0.13
98,41.72,80.05,0.39
,77.96,-77.255,0.12
,31.032,81.679,0.36
BONDONE ALTO,46.092,10.064,0.04
,-29.18,-69.97,0.17
Salili,36.05,74.709,41.903
HUALGASHJANKA,-10.562,-75.846,0.38
,32.625,78.268,0.512
,-43.887,169.84,0.035
N86,62.772,176.143,0.2
,35.565,81.755,0.32
,60.38,-44.4,0.49
391,42.98,43.5,0.1
54,43.42,84.87,2.8
,-40.581,-71.617,0.048
,79.575,-92.25,0.01
,77.325,-80.557,1.36
,47.817,-123.7,0.07
4,42.63,81.73,0.91
9,42.6,85.5,0.46
Dangcaigongpu,30.333,95.329,4.1
6,41.07,77.67,0.55
,35.147,72.788,0.494
,28.05,92.575,0.13
,30.383,94.542,0.3
,70.821,-73.478,2.266
,57.398,-129.027,0.06
,35.541,80.282,2.74
,30.839,83.374,0.32
/ OLDEN,61.822,6.883,0.2
91,42.24,71.79,0.2
,57.526,-132.126,2.29
,29.595,93.024,0.26
4,38.83,99.15,0.34
GROUPE,45.471,6.992,0.3
,56.907,-130.545,3.5
8,38.95,97.82,0.23
VETRENYY,80.78,63.53,727.9
,-11.301,-76.475,0.14
,36.447,72.894,1.94
,56.759,-131.545,0.24
,28.578,85.009,0.17
GRANT,48.233,-120.9,0.31
,-43.238,171.087,0.051
Sabancaya,-15.792,-71.85,3.26
594,37.57,71.88,0.2
195,42.93,78.03,1
,28.82,87.6,2.5
,29.656,86.861,0.04
777A,43.25,41.75,0.1
261,39.53,70.72,2.6
,78.7,15.717,1.85
,35.808,93.676,0.54
11,42.3,80.72,0.44
MONT TABEL,45.954,7.606,1.4
,70.36,-51.7,15.16
LAEGEND GL.,46.486,8.165,0.12
88,80.5,48.47,6.4
,36.059,79.374,0.23
,-33.552,-70.022,0.05
,35.518,75.479,0.199
,32.143,94.911,0.12
,35.818,79.552,0.41
CERVINO,45.982,7.658,0.29
,79.9,-94.567,0.5
Mellizo Sur,-48.56,-73.23,37
289,41.76,77.59,1
,33.431,82.167,0.25
19,80.37,53,10.2
,57.359,-130.08,0.09
,34.842,74.878,0.144
152,42.01,77.69,0.7
,63.86,-50.88,6
,-43.606,170.039,0.099
RASAC 2,-10.267,-76.929,2.27
,59.978,-136.136, 
,28.99,93.475,0.1
,57.199,-131.17,0.44
,57.37,-130.673,0.1
,29.985,90.039,0.12
Incahuasi 01,-27.033,-68.317,0.06
,40.217,74.8,0.12
11,43.78,88.57,0.86
,60.877,-136.534, 
,-34.773,-70.383,0.17
,-33.319,-69.985,0.26
,28.584,84.946,0.08
,-42.937,171.39,0.103
,30.281,93.309,0.3
,29.762,86.566,0.25
,34.709,78.49,0.13
,32.262,79.699,2.8
73,42.17,81.22,1.16
15,48.25,88.45,0.15
,70.65,-52.68,0.63
,29.663,81.481,0.17
43,37.82,72.07,1.4
53,75.13,59.48,46.6
,57.127,-130.041,0.04
,29.599,87.257,0.02
,36.85,85.005,0.45
,57.052,-131.92,0.24
,59.975,-136.109, 
1,38.4,95.7,0.25
,32.284,78.404,2.58
9,43.87,83.7,0.06
,28.685,83.794,1.06
430,41.81,77.85,1.9
/LYNGEN,69.415,20.011,0.14
35,42.4,79.92,0.3
,37.069,75.183,0.13
1,39.27,93.6,1.05
PALOMINO CH 2,10.833,-73.6,0.01
,29.079,94.043,0.55
,-16.133,-68.217,0.22
,30.464,81.405,0.46
,35.611,72.564,0.523
,28.149,86.63,0.49
NUEVO 1,10.833,-73.583,0.06
,35.288,88.594,0.09
,29.452,82.452,0.72
,33.627,94.978,0.11
,40.3,74.867,0.02
,60.35,-44.33,0.1
,57.517,-132.113,1.25
,36.729,84.723,0.11
125,42.48,81.57,0.27
34,42.31,71.09,0.3
,29.757,87.498,0.14
,29.509,93.65,0.16
5,38.67,97.28,1.03
,35.781,80.059,0.21
796,37.17,72.35,0.2
6,62.72,140.68,1.6
,36.878,75.263,1.892
,32.335,78.505,0.26
22,43.52,86.13,0.04
,28.745,97.971,0.82
,29.18,85.023,0.5
SHKHEL'DY,43.15,42.65,5.6
,71.497,-77.12,13.409
,28.841,86.92,0.12
1,38.63,98.87,0.09
,-14.667,-69.167,0.46
,36.209,76.457,0.98
,57.654,-129.895,0.08
,27.863,86.4,0.59
,30.284,94.457,2.45
,-44.24,168.839,0.031
,-13.723,-71.028,0.21
,32.681,93.23,1.43
357,41.92,79.23,0.6
,38.711,75.189,1.55
33,80.8,54.38,2.4
,29.612,87.115,0.09
385,37.23,73.8,3.2
,35.176,75.367,0.127
400B,43.03,43.23,0.1
,29.694,82.398,0.02
,-10.537,-75.967,0.1
,27.772,86.515,0.35
,46.53,9.127,0.24
10,79.88,97.62,3.9
34,43.98,83.85,0.98
100,38.4,72.23,3
,70.7,-53.28,3.22
No 155,44.932,79.61,0.5
,57.565,-129.918,0.07
,35.75,73.201,0.051
,34.833,74.984,0.199
,57.339,-129.335,0.21
6,43.72,85.1,0.6
,71.01,-51.7,1.64
,57.339,-131.658,0.24
,29.862,101.965,0.75
8,45.15,81.03,0.15
,-43.341,170.986,0.023
,36.138,75.273,3.029
29,42.83,82.37,0.16
,30.538,82.976,0.2
1,48.98,85.83,0.2
92,42.55,44.33,0.3
14,43.55,89.17,0.03
1,42.62,81.43,0.07
,57.262,-129.023,0.05
ARLABREEN,79.733,12.6,6.4
,-8.851,-77.663,0.24
,36.619,77.878,0.33
Lawrie Glacier,-66.0767,-64.5521, 
46,37.73,71.73,0.1
,47.127,12.112,0.13
,31.009,79.848,0.18
12,42.68,83.08,0.18
3,38.23,96.22,0.35
SAN COLOMBANO,46.436,10.283,0.05
HELLEFONNA N,78.2,17.7,6.9
No 47,71.02,179.02,0.01
323,39.58,70.97,0.1
5,38.83,98.05,0.81
,-14.667,-69.167,0.06
GARABASHI,43.3,42.47,2.8
38,67.27,66.32,0.02
,27.186,100.189,0.73
,29.039,96.992,1.13
132,39.58,70.35,0.2
Bidzhau,38.755,71.423,5.9
,56.521,-130.967,0.19
,37.689,87.62,0.72
No 98,44.871,79.959,0.3
,37.696,88.094,0.66
,27.806,86.478,0.15
,28.349,85.862,0.42
35,39.18,98.23,3.53
676,43.23,41.97,0.3
,29.786,96.898,0.84
No 317,49.764,86.973,1.4
438,39.43,71.35,0.4
136,39.37,70.27,0.7
,30.336,90.287,0.33
351,61.43,172.08,0.8
No 266,44.897,79.342,0.9
,30.816,94.338,1.1
,35.648,94.503,0.33
17,80.55,50.32,37.7
,31.475,83.428,0.43
No 92,49.946,87.276,0.1
,66.11,-53.21,1.17
188,39.03,73.03,1.8
,31.028,79.831,0.04
9,43.87,83.58,0.22
,38.023,-119.298,0.01
,-32.503,-69.585,0.16
,57.443,-131.581,0.2
,-44.404,168.691,0.045
,69.85,-54.8,0.06
559,38.31,72.82,0.5
64,39.78,71.98,0.2
,59.644,-136.126, 
,29.041,97.007,0.38
158,49.88,86.28,1.5
,29.517,93.189,0.2
CASSE DESERTE-D-,44.958,6.334,0.19
,36.823,76.568,0.26
,57.482,-131.916,0.05
205,54.82,161.77,4.4
41,42.23,81.77,0.31
,31.867,94.602,0.53
,31.743,93.412,0.2
,-43.393,170.639,0.37
,29.913,95.823,0.5
,37.028,-118.61,0.03
,60.591,-138.555, 
,-62.513,-59.782,16.241
AV OKSFJ /NUVSFD,70.183,22.017,3.17
,35.731,76.903,2.62
Shipting Gl,32.563,76.856,0.048
,57.772,-129.223,0.03
,-33.735,-70.058,1.41
,34.415,79.01,0.65
,32.678,77.602,0.635
,-49.673,68.847,1.8
599,43.23,42.33,0.1
,31.781,80.528,0.07
206,39.9,72.47,3.4
,30.373,80.356,0.14
,-16.963,-67.342,0.01
,36.566,74.287,2.182
,29.438,94.982,1.3
,-63.5954,-56.791, 
,36.649,74.674,6.04
,61.519,-138.126, 
39,42.73,81.75,0.02
,76.475,-78.503,1.75
/KABTAJ,67.392,17.814,0.17
,35.373,78.642,0.81
,35.231,74.471,0.177
No 433,38.614,71.407,0.1
,-43.36,170.639,0.082
365,41.89,78.23,0.9
,59.988,-135.579, 
89,49.93,85.93,0.1
,35.735,80.284,1.07
,60.76,-44.63,0.2
,35.858,76.847,0.45
,78.067,17.983,3.5
159,42.38,74.14,2.6
,31.291,81.009,0.07
,36.069,71.454,0.164
,57.772,-130.143,0.05
,75.826,107.794,0.03
,35.784,93.563,0.74
,36.582,77.556,0.35
167,43.25,42.42,0.1
,36.256,79.286,0.22
,69.86,-54.33,0.71
,31.041,94.486,0.17
,30.504,80.44,0.08
,56.78,-130.294,0.01
157,38.46,72.53,0.2
,-34.72,-70.271,1.52
,31.148,93.367,0.23
,48.617,-121,0.13
,29.612,83.192,0.4
,28.189,86.789,0.97
,38.608,98.28,0.07
West Lohigal,35.846,72.166,2.115
,67.538,-64.866,2.47
,63.696,-65.382,1.219
,29.509,82.434,0.59
,29.003,83.542,0.36
52s,62.785,176.144,0.13
,68.424,-68.126,7.717
,36.214,79.194,0.46
251C,43.02,42.98,0.1
112,42.5,81.62,0.52
BADILETTO,46.292,9.585,0.05
187,38.56,72.66,0.2
,57.53,-129.843,0.01
U1,-46.489,-73.423,8.5
172,39.67,70.57,0.8
,48.883,-121.367,0.05
28,43.03,87.13,0.27
,57.154,-130.549,0.03
,35.584,77.38,7.59
1,81.4,56.62,0.9
,-13.234,-72.05,0.44
,59.564,-136.738, 
92,80.6,49.5,6.1
95,40.53,74.51,1
20,38.95,99.32,0.1
,35.553,80.268,0.22
,60.18,-44.33,0.14
,60.46,-44.63,0.06
326,73.52,56.32,35.6
,31.8,78.029,0.98
57,61.97,171.18,0.1
135,62.13,141.32,3
,27.872,90.439,0.257
,29.994,102.063,0.75
BIANCA GL. DA,46.575,8.862,0.17
,30.976,78.517,0.57
12,49.07,86.9,0.66
Lewis Glacier,-67.7456,-65.6732, 
,28.192,86.078,0.47
YADUNE 3,-12.362,-75.972,0.16
,-34.53,-70.337,0.45
RAHCZOV-6,38.28,71.95,0.5
,29.519,93.117,0.09
5,42.6,85.6,0.31
,28.833,90.283,2.47
,37.702,87.599,0.17
,31.853,94.64,5.76
115,38.67,73.48,0.4
,36.036,81.582,0.82
,-43.857,169.455,0.19
,-64.3685,-58.953, 
,35.66,80.754,0.45
Huaytanca,-14.87,-72.469,0.31
,31.176,78.666,1.54
,89.3,19.9,0.256
437,39.27,69.33,2.2
,32.281,78.986,0.25
No 18,71.1,178.77,0.01
4,41.41,72.9,1.1
,30.301,94.246,0.7
,37.527,90.35,0.12
,35.085,73.453,0.485
,36.786,84.586,0.32
,-43.742,169.81,0.168
,38.936,74.967,0.12
,36.584,74.704,1.064
145,62.1,141.38,0.2
56,38.98,67.85,0.5
15,39.35,98.17,0.06
,36.099,78.891,0.27
33,39.67,71.63,0.2
CONSTANCE,47.783,-123.133,0.21
,-39.907,-71.508,0.027
,36.333,78.509,5.47
,36.426,78.138,0.42
NORTHWESTERN,59.88,-150.05,113.62
,57.288,-130.835,0.19
/SALANG,68.732,18.317,0.17
,29.336,83.782,0.86
,57.335,-128.123,0.05
,32.384,78.897,0.3
,31.019,82.474,0.28
,57.287,-131.162,0.9
,66.05,-50.35,0.23
,31.881,78.076,0.03
,35.884,95.135,0.53
,33.827,89.443,0.28
,-40.369,-71.695,0.044
,59.708,-136.429, 
170,38.33,71.87,0.5
,27.809,86.526,0.6
84,42.97,77.03,1.8
FEDCHENKO,38.7,72.33,156
25,38.53,71.57,0.1
,61.349,-139.916,0.17
,33.218,79.216,0.38
1,38.47,98.95,0.41
,33.984,89.055,6.49
,-44.542,168.227,0.131
574,39.1,69.32,1.1
,80.03,-94.133,2.82
,56.685,-131.687,0.1
,38.287,70.75,0.19
,36.145,76.8,1.68
,39.227,74.694,0.25
NEVE,45.339,6.957,0.04
32,38.93,73.75,1.9
,35.717,77.409,13.75
57,43.45,84.83,1.7
,28.803,83.18,0.09
,-43.887,170.062,0.108
,35.685,78.815,0.27
,63.95,-51.06,1.9
209,37.82,72.75,0.2
,29.984,92.552,0.17
,66.05,-50.1,0.2
,31.854,77.575,1.051
,35.089,73.326,0.092
,29.057,94.01,0.43
,36.635,76.658,1.07
,31.171,78.714,0.87
464,39.27,69.12,0.2
,57.343,-129.184,0.03
,34.93,75.122,0.076
JIRISHANCA,-10.239,-76.896,1.19
32,41.85,80.73,1.52
,29.646,83.04,0.13
,29.676,93.742,0.34
456,73.77,55.72,0.2
,35.684,72.257,0.377
,-44.687,167.788,0.047
,57.316,-131.077,0.13
Mayo E,-50.346,-73.3,0.5
,35.683,94.119,0.18
,34.844,73.73,0.151
,-10.38,-76.813,3.1
55,42.33,74.91,0.6
/ TVERA,66.775,13.915,0.17
,-40.751,-71.454,0.187
,58.195,-129.68,0.16
,36.81,76.618,1.38
,34.099,79.129,0.778
,36.714,78.144,0.24
,39.522,74.012,1.45
,35.602,94.591,2.52
,30.15,96.839,0.09
44,43.1,86.63,0.13
3,38.67,97.72,0.16
,35.53,75.479,0.987
,34.147,79.142,0.778
315,38.03,73.15,0.9
,28.202,97.356,0.35
,35.642,94.266,5.12
5,42.88,76.37,0.3
434,73.67,56,16.8
729,37.58,72.22,0.3
,31.06,81.44,0.05
,32.925,77.084,0.076
,35.936,80.705,0.37
,61.184,-140.145,5.16
,34.977,75.85,0.106
,78.3,21.4,0.187
,30.415,81.283,0.4
Ccoasupo,-14.005,-69.896,0.3
,61.411,-140.077,5.6
Kongwei,29.289,96.183,7.33
74,36.92,71.72,0.6
,36.477,78.096,0.42
,38.795,74.121,0.62
202,42.52,44.43,0.2
,56.877,-130.841,0.03
HUAMALLA 3,-12.258,-75.913,0.26
,56.724,-130.384,0.04
,29.763,85.107,0.07
,35.899,92.443,0.27
,36.259,71.888,9.803
,29.265,101.278,0.4
7,43.88,84.1,0.59
,29.764,92.795,0.4
,31.209,78.323,0.59
,34.989,73.643,0.376
,57.464,-130.917,0.06
LIBREEN,77.333,14.633,1.2
,-45.004,168.308,0.209
ROSTIZ,46.96,10.79,0.05
,27.747,86.833,0.27
Drygalski Glacier,-64.7217,-60.9828, 
,30.239,95.877,1.2
,-44.16,168.821,0.029
,71.481,-73.689,4.341
,35.548,81.104,0.75
,36.587,89.863,0.26
9A,41.22,47.88,0.6
No 10,75.881,107.547,0.4
,28.117,86.113,1.82
141,39.6,70.4,2.5
,57.632,-131.162,0.08
,36.35,91.361,1.91
,29.52,95.009,1.28
,36.157,78.501,0.12
SUEROCOCHA 2,-11.913,-76.217,0.15
,35.7,79.993,4.79
,60.208,-137.087, 
10,38.3,95.45,0.11
,35.646,78.144,0.36
,-33.103,-69.985,0.1
,57.496,-130.919,0.18
,29.551,96.348,0.5
No 164,38.961,71.481,0.6
,61.854,-138.68, 
,39.603,73.946,1.62
/LITNOK,67.325,17.497,0.11
592,42.79,76.88,0.6
,36.344,71.984,0.159
229,43.15,77.53,0.1
36,49.05,87.68,0.98
,32.412,76.626,0.742
9,44.7,80.77,0.1
HELLEFONNA W,78.167,17.5,3.5
/  SISO,67.361,15.856,0.06
9,39.22,97.78,0.6
385,39.27,69.62,1
,37.758,-119.327,0.05
,57.232,-131.735,0.4
16,42.65,85.07,0.26
4,44.08,83.6,0.16
/OKSEND,62.662,8.283,0.2
387,39.83,73.05,0.2
78,42.67,82.7,0.06
/LANGVA,66.621,14.333,0.76
42,80.13,53.37,0.3
47,40.9,74.27,0.2
,34.057,79.017,0.778
No 28,50.056,87.411,0.2
,31.579,80.155,0.25
,35.667,80.027,0.14
MARTELLOT,45.379,7.172,0.17
356,39.52,71.12,5.8
,64.625,-132.75, 
,29.958,95.725,6.2
,-43.442,170.403,0.13
,31.32,93.622,0.14
,29.706,92.912,0.11
,32.789,77.238,0.039
No 71,44.738,79.759,1.3
,59.904,-136.659, 
,61.518,-141.028,4.93
,33.501,86.618,6.53
27,39.15,68.17,1.4
,30.503,93.428,0.2
VAL TORTA GH. DI,46.472,8.54,0.17
,39.248,73.65,0.58
42,80.45,60.5,0.6
,36.76,78.407,0.75
,-33.291,-69.99,0.1
,57.512,-130.691,0.05
,-45.66,167.405,0.063
84,42.5,85.57,0.43
,29.714,86.48,0.3
,30.209,88.342,0.13
,35.558,77.88,0.62
,35.679,81.264,0.59
,-32.372,-69.622,0.3
,-44.22,168.823,0.066
,37.172,74.916,0.39
,47.783,-123.583,0.02
27,42.4,81.28,3.05
,32.612,77.176,0.099
,38.812,73.952,1.84
,-8.908,-77.643,0.07
Bainu,29.791,94.863,9.42
AVALANCHE,46.175,-121.508, 
,57.505,-128.853,0.22
,57.439,-129.367,0.05
195,40.12,74.17,0.1
,37.108,74.698,1.14
BRAENDJI GL.,46.175,7.736,0.24
,28.001,92.316,0.13
,-44.477,168.391,0.753
,29.666,81.543,0.33
Naphumba,27.717,87.919,1.42
,35.009,74.577,0.169
263D,42.7,44.27,0.2
CORD FLORES I,-36.675,-70.757,0.012
,31.365,93.186,0.27
,36.209,77.086,0.16
98,39.67,72,0.4
9,43.82,84.38,0.05
,57.054,-130.721,0.19
11,38.52,97.67,0.31
,30.777,82.797,0.09
,27.995,92.332,0.05
,-59.448,-27.175,2.713
,28.852,84.296,0.07
,27.911,90.232,3.81
,79.612,-93.175,1.9
173,55.98,160.63,0.7
Raykana Kharak Gl,30.905,79.741,83.13
53,42.4,79.98,2
47,43.62,85.85,3.02
,59.813,-135.519, 
,29.77,82.396,2.45
SCHWARZGLETSCHER,46.419,7.667,1.6
,61.492,-139.524,0.25
256,41.83,79.1,1.2
,30.599,93.275,0.2
VARSANOFIEVOJ,65.45,61.52,0.03
15,37.08,71.7,0.2
41,42.47,82.22,1.67
Boda,30.263,90.363,9.7
,65.98,-52.93,1.58
727,37.57,72.22,1.1
497,39.02,70.95,0.1
,-33.951,-70.073,0.02
1,39.28,98.63,0.2
,-49.599,69.462,0.211
,80.11,-94.167,1.31
,34.117,82.184,0.16
,31.148,79.144,0.19
/  LOEN,61.814,7.179,1.65
,29.966,82.054,0.79
,57.21,-131.492,0.5
,-67.6251,-67.2967, 
,-13.588,-70.769,0.54
86,38.75,71.93,0.3
181,38.27,71.82,2
,36.607,77.66,0.95
SAN GIACOMO E,46.4,10.564,0.16
248,74.2,56.53,1.7
,61.109,-140.154,8.03
,30.123,86.224,2.62
,29.146,86.367,0.8
,32.419,76.763,0.118
,32.503,79.487,0.48
,66.868,-62.327,0.447
,29.82,82.386,0.15
,33.967,79.216,0.591
,31.279,81.123,0.2
/MALSEV,68.815,18.661,0.12
334,38.74,72.71,0.1
,70.47,-69.366,4.982
,31.106,81.488,0.04
89,42.45,80.38,0.12
MEAN MARTIN,45.35,6.987,1.68
,-33.241,-70.024,0.69
,31.261,81.097,1.1
,30.393,90.474,0.66
,39.033,74.827,0.14
21,38.4,70.52,0.2
Chonuk,36.525,73.002,5.67
120,42.1,72.07,0.6
178,42.23,72.82,0.5
18,42.47,81.4,0.07
HUAYHUASH,-10.326,-76.868,1.23
,34.955,73.479,0.435
45,80.9,56.33,9.5
,57.145,-129.172,0.02
,-44.447,168.321,0.047
354,41.37,78.38,0.5
198,38.1,72.95,0.5
IM GLOETTER S,46.88,10.048,0.3
708,39.07,72.08,0.3
,28.123,90.409,0.85
/SKIBTN,69.256,20.317,0.19
,-33.775,-69.901,0.18
,-64.0461,-61.9436, 
BRACH,47.195,12.753,0.26
,57.358,-130.002,0.01
157,41.08,76.15,0.1
,57.341,-130.098,0.01
,28.287,87.658,0.05
3,37.5,101.82,0.12
,36.84,84.822,0.34
,30.4,79.691,0.36
306,39.22,73.15,3.1
PLANGGEROSS M,46.993,10.802,0.19
,31.007,93.578,0.57
,30.653,79.425,3.97
,28.82,84.449,1.05
,36.052,79.274,0.39
,59.24,-137.631, 
,35.982,80.516,0.3
,45.456,7.108,0.46
